ID;NAME;Year -1;Industry;ESG-Score;E-Score;S-Score;G-Score;TRJAN;TRFEB;TRMRZ;TRAPR;TRMAI;TRJUN;TRJUN;TRJUL;TRAUG;TRSEP;TROKT;TRNOV;TRYEAR;MRJAN;MRFEB;MRMRZ;MRAPR;MRMAI;MRJUN;MRJUL;MRAUG;MRSEP;MROKT;MRNOV;MRDEZ;SMBJAN;SMBFEB;SMBMRZ;SMBAPR;SMBMAI;SMBJUN;SMBJUL;SMBAUG;SMBSEP;SMBOKT;SMBNOV;SMBDEZ;HMLJAN;HMLFEB;HMLMRZ;HMLAPR;HMLMAI;HMLJUN;HMLJUL;HMLAUG;HMLSEP;HMLOKT;HMLNOV;HMLDEZ;MOMJAN;MOMFEB;MOMMRZ;MOMAPR;MOMMAI;MOMJUN;MOMJUL;MOMAUG;MOMSEP;MOMOKT;MOMNOV;MOMDEZ;YEARMR;YEARSMB;YEARHML;YEARMOM
743;Eversource Energy;2009;Electric Utilities & IPPs;59.1519261;17.20283019;16.06367925;25.88541667;-1.822411788;1.557543775;7.96875;-0.143729787;-5.69434983;-1.811175336;9.262166405;4.9896269;3.211169285;5.782888062;0.241140299;2.508038587;26.04965657;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
743;Eversource Energy;2010;Electric Utilities & IPPs;73.83983992;25.76;20.996;27.08383992;3.262233375;4.725667351;1.645123384;2.387115329;-0.233911281;0.428326671;-3.326698892;2.872571761;-2.435488547;2.734026746;0.086755352;5.017878034;17.16359928;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
743;Eversource Energy;2011;Electric Utilities & IPPs;69.90288462;25.78333333;20.20416667;23.91538462;-3.659550871;4.227329922;3.398328689;-0.94288793;-1.132519819;7.955493742;2.757021387;-4.684502583;1.378944577;2.798849071;0.330732141;0.877645843;13.30488417;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
743;Eversource Energy;2012;Electric Utilities & IPPs;65.00420456;21.5;21.39194915;22.11225541;4.222108494;4.048787939;4.697663213;4.302807181;-7.264567387;-0.04757374;5.687767729;-7.746003152;1.606379241;3.975757578;-4.730983302;4.114727849;12.86687164;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
743;Eversource Energy;2013;Electric Utilities & IPPs;62.06158493;21.56198347;20.87396694;19.62563452;3.326256192;4.390698414;2.362204723;5.139043381;-3.10019421;4.118942732;-7.129257458;4.533029611;-2.629856438;11.39954853;2.613981764;6.489878471;31.51427571;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
743;Eversource Energy;2014;Electric Utilities & IPPs;63.17541557;25.27952756;21.11811024;16.77777778;3.849028401;-6.276005797;-2.376811596;-3.712480254;1.869583846;-7.796954316;9.491301472;-4.987932423;5.786871444;0.632161201;0.019630939;1.092019738;-2.409587346;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
743;Eversource Energy;2015;Electric Utilities & IPPs;65.7804341;23.54966887;21.56622517;20.66454006;5.345604073;1.756505577;7.440147328;-3.339612945;-1.331373152;8.889292857;-2.353923205;-7.727816721;1.653132034;1.624215578;-4.760147603;7.890569407;15.08659323;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
743;Eversource Energy;2016;Electric Utilities & IPPs;65.724031;26.01863354;24.41459627;15.29080119;0.162954916;9.004608294;0.204568701;1.330603891;5.303338762;-1.252439819;0.131774008;3.63546636;-3.691689969;3.63997353;3.776604257;-1.859036172;20.38672676;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
744;Evolent Health Inc;2016;Healthcare Equipment & Supplies;39.71965548;9.573529412;15.12683824;15.01928783;22.97297297;8.839779006;13.19796954;7.638888888;-1.29032258;11.67400881;-2.564102565;-32.38866397;7.55287009;-8.707865168;-21.40672783;-4.28015564;1.238651563;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
745;Exact Sciences Corp;2015;Biotechnology & Medical Research;42.8718927;11.64204545;20.59943182;10.63041543;-28.81906826;-23.43987823;33.99602386;8.500772797;-5.413105412;88.46153846;41.87755102;6.271576525;-1.901743265;-16.10123856;-4.586563309;-9.546377794;89.29948783;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
745;Exact Sciences Corp;2016;Biotechnology & Medical Research;44.02692776;13.67168675;19.25753012;11.09771089;41.84131736;17.27520436;9.758364313;27.37691001;21.52615795;8.330781012;9.69748374;7.963917526;15.60353287;16.70203735;18.72255489;-11.66778749;183.1304739;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
746;EXCO Resources Inc;2009;Oil & Gas;24.48034591;6.58490566;10.52044025;7.375;-17.38106453;2.995642703;-2.652985381;1.200218222;-6.84532344;-15.30434783;-0.684462699;-7.037982677;9.985207102;-0.268997982;25.49062793;4.577275174;-5.926193407;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
746;EXCO Resources Inc;2010;Oil & Gas;28.68870739;6.661931818;10.58380682;11.44296875;3.398558189;1.689021362;1.125024425;1.452784505;-3.866348447;-12.22156596;-9.858356941;-15.90194846;-21.26685952;17.63059702;-11.31628361;-12.25860621;-61.39398365;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
746;EXCO Resources Inc;2011;Oil & Gas;35.7412028;6.447761194;12.71517413;16.57826748;-24.784689;-13.1546894;-6.478213047;10.70889894;-1.907356951;5.498812929;-7.246376811;-2.698863635;16.18877793;1.123595508;-5.250305252;-12.30686798;-40.30727676;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
746;EXCO Resources Inc;2013;Oil & Gas;40.83644855;13.06218905;9.388059701;18.38619979;-3.389830509;-5.090909092;8.329396945;15.24500907;-16.40400648;11.97718631;-21.73174873;4.772234275;-30.11632803;-8.682634732;3.886925795;-26.19047619;-67.39518137;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
746;EXCO Resources Inc;2014;Oil & Gas;36.94009915;13.93925234;9.640186916;13.3606599;-8.294930876;9.375000001;-12.85714286;19.07514451;-24.27184466;-24.35897436;-50.91525424;44.28522099;-2.597402596;49.33333333;13.39285714;-2.362204723;9.803801672;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
747;Exelixis Inc;2015;Biotechnology & Medical Research;54.18376214;16.14204545;16.59943182;21.44228487;-18.08510638;-21.21212121;9.890109891;18.2051282;40.78091106;23.18611987;17.54161332;21.45969499;15.85144928;-17.20093823;55.51470588;-11.87943263;134.052134;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
747;Exelixis Inc;2016;Biotechnology & Medical Research;64.432935;18.94879518;22.6310241;22.85311573;21.52917505;15.93968767;0.65025546;5.660377356;-16.47321428;34.44323144;10.06902152;7.856879381;-14.32107496;2.311184484;3.834355828;12.25997046;83.7598494;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
749;Exlservice Holdings Inc;2015;Professional & Commercial Services;38.00034795;5.989847716;15.31598985;16.69451039;-2.826619184;7.856161245;10.00212359;-7.156561781;7.046910519;1.236237205;-5.533295171;3.373055947;-2.3128185;-11.65730337;7.02070207;6.055508833;13.1041014;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
749;Exlservice Holdings Inc;2016;Professional & Commercial Services;43.74368842;6.487068966;16.47090517;20.78571429;-8.901665345;-3.915662649;6.045678461;1.166242576;9.767344371;6.761429121;3.544440447;-2.206776714;4.347826086;7.030178327;0.688976378;-1.678071033;22.64994003;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
750;Expedia Inc;2007;Hotels & Entertainment Services;16.71138393;6.841666667;6.433333333;3.436383929;-27.19797597;-0.649913344;-4.535542959;15.76535289;-3.998416468;-24.20618557;6.474428727;-9.759836485;-14.4394111;-37.06154864;-17.24137931;-1.904761906;-118.7551901;1.4;-1.96;0.68;3.49;3.24;-1.96;-3.73;0.92;3.22;1.8;-4.83;-0.87;0.1;1.32;-0.06;-2.06;0.03;0.77;-2.51;-0.13;-2.29;0.22;-2.63;0.2;-0.11;-0.09;-0.22;-1.15;-0.05;-1.13;-3.34;-2.24;-1.87;-2.59;-1.18;-0.52;0.21;-1.35;2.47;-0.16;-0.26;0.38;2.8;0.11;4.59;4.96;0.93;6.52;0.116666667;-0.586666667;-1.2075;1.766666667
750;Expedia Inc;2008;Hotels & Entertainment Services;25.64377934;9.950704225;11.92957746;3.763497653;8.373786408;-14.30107527;13.9272271;52.74971942;27.18589273;-12.70941652;37.06154864;11.29888943;2.833834264;-5.34446764;12.39523599;0.902668761;134.3738433;-6.36;-3.09;-0.93;4.6;1.86;-8.44;-0.77;1.53;-9.24;-17.23;-7.86;1.74;-0.89;-0.23;0.94;-1.64;3.22;1.27;2.47;3.61;-1.13;-2.34;-2.99;3.59;3.65;-0.95;-0.15;-0.96;-1.38;-2.43;5.81;1.56;6.33;-2.9;-5.94;-0.24;-7.89;6.14;4.1;-0.2;3.21;12.54;-5.15;-4.05;0.35;7.79;7.11;-5.07;-3.6825;0.49;0.2;1.573333333
750;Expedia Inc;2009;Hotels & Entertainment Services;21.67287946;11.08928571;8.145833333;2.437760417;-16.72500972;2.58302583;12.57253011;-3.078817734;-8.386963079;-12.89424861;20.76677316;1.105705346;24.05452946;2.623183269;-8.800420003;-4.709456893;9.110831137;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
750;Expedia Inc;2010;Hotels & Entertainment Services;24.67388551;10;9.492021277;5.181864235;0.278995616;-20.4008016;14.47104076;9.732573431;12.19233581;4.69483568;9.313556401;-4.113331659;-14.10940627;1.980582524;2.217327395;10.89425129;27.15195938;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
750;Expedia Inc;2011;Hotels & Entertainment Services;21.93542347;9.904040404;10.09343434;1.937948718;11.54376292;7.075471699;-1.518006427;27.48205742;7.86301877;5.741311042;18.5562721;-9.658124403;12.35431236;2.264868605;4.986413248;0.207711052;86.89906838;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
750;Expedia Inc;2012;Hotels & Entertainment Services;21.66804227;9.466666667;10.60714286;1.59423275;6.183889341;-4.230423042;-5.809384607;-6.948841858;3.127992815;4.626891635;-21.64588529;-0.469760885;10.75705731;13.68990152;27.79701521;9.373528025;36.45198019;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
750;Expedia Inc;2013;Hotels & Entertainment Services;22.27505472;9.862385321;9.80733945;2.605329949;-6.718346255;17.29648992;-7.493234632;-1.689516688;3.465767987;7.448840379;0.837988825;8.38089245;2.002328288;-3.024423648;8.122672513;-2.008954197;26.62050494;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
750;Expedia Inc;2014;Hotels & Entertainment Services;22.83602023;9.065789474;10.14035088;3.62987988;0.667760073;6.847560268;2.798625071;0.042467352;14.01305432;1.948536266;11.05624143;-5.101660536;1.004205648;15.82256968;-9.497866976;0.966615222;40.56810781;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
750;Expedia Inc;2015;Hotels & Entertainment Services;27.03257409;12.19444444;10.99228395;3.845845697;-18.71279163;3.038400633;3.800571268;7.393320966;-3.70915864;-5.334401992;9.736594543;-6.241108892;6.994224949;10.71795751;-5.567400992;-8.681983071;-6.565775354;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
750;Expedia Inc;2016;Hotels & Entertainment Services;28.76404579;12.68298969;12.21649485;3.864561255;7.335805084;-2.42622951;6.232062977;3.290591688;7.734352659;3.329864723;5.048674051;-4.990397977;0.348577803;-13.39446992;2.157302136;-2.228571427;12.43756229;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
751;Expeditors International of Washington Inc;2007;Freight & Logistics Services;28.55654762;6.9375;12.8125;8.806547619;5.841539839;-14.09220013;14.90335707;5.886363636;1.395295124;-8.666100255;-17.41860465;1.633342719;-3.463563312;-6.2858783;6.022185188;-0.478612025;-14.7228751;1.4;-1.96;0.68;3.49;3.24;-1.96;-3.73;0.92;3.22;1.8;-4.83;-0.87;0.1;1.32;-0.06;-2.06;0.03;0.77;-2.51;-0.13;-2.29;0.22;-2.63;0.2;-0.11;-0.09;-0.22;-1.15;-0.05;-1.13;-3.34;-2.24;-1.87;-2.59;-1.18;-0.52;0.21;-1.35;2.47;-0.16;-0.26;0.38;2.8;0.11;4.59;4.96;0.93;6.52;0.116666667;-0.586666667;-1.2075;1.766666667
751;Expeditors International of Washington Inc;2008;Freight & Logistics Services;27.59551056;7.0625;10.78125;9.751760563;-16.41118124;-8.349966734;2.686025409;24.94600432;-4.919607257;1.61536117;1.769646071;-3.743000292;6.321839082;-8.335704125;-0.313489234;8.769182586;4.035109752;-6.36;-3.09;-0.93;4.6;1.86;-8.44;-0.77;1.53;-9.24;-17.23;-7.86;1.74;-0.89;-0.23;0.94;-1.64;3.22;1.27;2.47;3.61;-1.13;-2.34;-2.99;3.59;3.65;-0.95;-0.15;-0.96;-1.38;-2.43;5.81;1.56;6.33;-2.9;-5.94;-0.24;-7.89;6.14;4.1;-0.2;3.21;12.54;-5.15;-4.05;0.35;7.79;7.11;-5.07;-3.6825;0.49;0.2;1.573333333
751;Expeditors International of Washington Inc;2009;Freight & Logistics Services;33.30503472;10.16666667;13.97222222;9.166145833;-1.813993665;6.326530612;1.23389087;10.04862237;-5.772365992;-9.636030375;23.55838887;-7.15290807;16.06829024;6.770495347;7.578368828;3.213610586;50.42289962;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
751;Expeditors International of Washington Inc;2010;Freight & Logistics Services;38.55818136;13;16.275;9.283181358;-7.197802198;-5.552262398;4.89539749;8.997790723;-2.203541923;-1.481909161;-6.778667707;-4.65213747;-11.80948239;12.45376079;-7.295265724;-5.860721672;-26.48484164;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
751;Expeditors International of Washington Inc;2011;Freight & Logistics Services;34.71344988;10.31818182;15.09090909;9.304358974;9.008789062;-1.955056183;6.600962638;-13.99698989;-3.67E+00;1.893242177;-8.206451613;2.9238122;0.469743023;0.687568756;3.487578276;5.692143238;2.934391113;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
751;Expeditors International of Washington Inc;2012;Freight & Logistics Services;37.81118341;11.90909091;15.97727273;9.924819773;8.470290771;-10.44260028;-8.082368083;0.616073929;9.462844423;-2.613374327;6.077348068;0.595238095;8.629191324;2.791647751;-5.611893549;1.864640884;11.75703901;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
